user_id,product_id,interaction_type,interaction_score,product_category,product_description,review_text,semantic_vector,latent_user_feature,latent_item_feature,target_recommendation_score
U057,P054,view,0.154,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.885, 0.464, 0.729, 0.537, 0.716]",-0.365,-0.555,-0.135
U148,P048,review,0.822,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.599, 0.03, 0.131, 0.022, 0.108]",0.266,0.851,1.186
U021,P028,view,0.132,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.292, 0.722, 0.735, 0.457, 0.901]",-0.016,-0.117,0.102
U190,P090,review,0.603,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.137, 0.091, 0.783, 0.158, 0.998]",-0.842,0.353,0.48
U178,P073,purchase,0.889,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.142, 0.588, 0.515, 0.586, 0.058]",0.773,-0.838,0.842
U097,P006,review,0.401,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.022, 0.864, 0.773, 0.991, 0.564]",0.587,0.452,0.729
U079,P031,review,0.43,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.897, 0.131, 0.218, 0.197, 0.084]",0.849,-0.082,0.63
U154,P038,review,0.465,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.013, 0.693, 0.097, 0.041, 0.179]",0.862,-0.601,0.532
U176,P020,purchase,0.8,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.023, 0.813, 0.511, 0.816, 0.091]",0.565,0.621,1.117
U014,P048,review,0.82,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.19, 0.825, 0.401, 0.662, 0.394]",-0.084,0.884,1.038
U012,P090,review,0.873,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.646, 0.786, 0.79, 0.317, 0.124]",0.253,-0.913,0.668
U111,P058,view,0.152,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.135, 0.202, 0.04, 0.292, 0.484]",-0.417,0.015,0.019
U115,P019,view,0.345,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.941, 0.461, 0.119, 0.293, 0.435]",0.052,0.508,0.479
U081,P097,review,0.625,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.751, 0.821, 0.339, 0.178, 0.152]",-0.511,-0.985,0.181
U194,P087,review,0.877,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.036, 0.247, 0.041, 0.076, 0.556]",-0.15,-0.121,0.765
U015,P043,review,0.685,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.68, 0.656, 0.729, 0.979, 0.702]",-0.475,0.158,0.553
U091,P017,review,0.56,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.421, 0.408, 0.918, 0.314, 0.494]",-0.221,-0.396,0.395
U144,P054,add_to_cart,0.464,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.516, 0.356, 0.536, 0.408, 0.568]",-0.992,0.882,0.451
U025,P065,view,0.182,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.615, 0.853, 0.428, 0.255, 0.593]",0.663,-0.942,0.083
U089,P080,purchase,0.785,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.457, 0.288, 0.762, 0.614, 0.496]",0.56,0.779,1.203
U165,P090,add_to_cart,0.468,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.122, 0.93, 0.277, 0.986, 0.339]",0.414,0.193,0.621
U140,P076,add_to_cart,0.479,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.245, 0.613, 0.471, 0.495, 0.815]",-0.796,-0.585,0.02
U015,P041,purchase,0.869,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.429, 0.819, 0.491, 0.596, 0.146]",-0.704,0.356,0.763
U194,P055,add_to_cart,0.451,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.421, 0.691, 0.646, 0.822, 0.889]",0.179,0.386,0.608
U027,P005,view,0.209,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.433, 0.157, 0.556, 0.376, 0.691]",-0.581,0.723,0.213
U111,P068,add_to_cart,0.582,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.83, 0.413, 0.536, 0.433, 0.862]",-0.073,0.69,0.788
U158,P048,add_to_cart,0.659,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.332, 0.708, 0.986, 0.573, 0.412]",-0.855,-0.118,0.393
U170,P066,view,0.34,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.125, 0.864, 0.68, 0.609, 0.086]",0.091,-0.601,0.2
U142,P090,view,0.364,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.518, 0.267, 0.675, 0.203, 0.328]",0.6,-0.952,0.223
U079,P075,purchase,0.997,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.495, 0.58, 0.158, 0.709, 0.391]",-0.694,-0.761,0.55
U157,P031,purchase,0.997,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.994, 0.013, 0.507, 0.185, 0.927]",0.587,0.868,1.444
U066,P062,add_to_cart,0.659,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.658, 0.956, 0.523, 0.262, 0.075]",-0.988,-0.412,0.209
U065,P065,review,0.74,Home,Durable and modern home essentials designed for comfort.,This product is excellent and exceeded expectations.,"[0.356, 0.705, 0.221, 0.636, 0.414]",0.135,0.353,0.893
U115,P001,view,0.161,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.978, 0.635, 0.556, 0.229, 0.616]",0.202,0.748,0.41
U120,P054,add_to_cart,0.678,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.74, 0.89, 0.2, 0.235, 0.59]",-0.267,0.692,0.833
U116,P012,review,0.584,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.16, 0.904, 0.043, 0.156, 0.737]",0.532,-0.982,0.449
U135,P091,view,0.196,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.172, 0.721, 0.951, 0.58, 0.986]",-0.735,-0.09,-0.062
U024,P078,view,0.371,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.761, 0.39, 0.864, 0.017, 0.925]",-0.578,-0.931,-0.088
U174,P094,review,0.522,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.795, 0.235, 0.074, 0.352, 0.391]",0.504,0.145,0.749
U031,P099,view,0.177,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.491, 0.168, 0.556, 0.003, 0.266]",-0.889,0.316,-0.037
U119,P020,review,0.365,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.129, 0.199, 0.672, 0.853, 0.565]",0.193,-0.214,0.346
U018,P026,review,0.568,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.485, 0.8, 0.806, 0.38, 0.965]",0.628,0.963,1.091
U107,P059,view,0.132,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.834, 0.742, 0.111, 0.14, 0.008]",-0.217,0.935,0.371
U143,P087,purchase,0.966,Fashion,Trendy and stylish fashion apparel for daily wear.,This product is excellent and exceeded expectations.,"[0.293, 0.701, 0.711, 0.528, 0.188]",0.677,0.223,1.262
U191,P035,purchase,0.844,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.304, 0.784, 0.746, 0.736, 0.611]",-0.902,0.599,0.775
U179,P095,add_to_cart,0.599,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.978, 0.054, 0.206, 0.608, 0.446]",-0.048,-0.814,0.374
U116,P042,add_to_cart,0.564,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.94, 0.678, 0.201, 0.582, 0.793]",-0.484,-0.195,0.341
U195,P033,purchase,0.814,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.12, 0.881, 0.346, 0.211, 0.238]",-0.109,0.83,0.994
U094,P019,review,0.796,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.879, 0.973, 0.388, 0.972, 0.971]",-0.374,-0.864,0.379
U026,P070,review,0.397,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.592, 0.547, 0.72, 0.571, 0.444]",0.015,0.303,0.488
U052,P027,review,0.866,Beauty,Premium beauty product enhancing personal care.,This product is excellent and exceeded expectations.,"[0.934, 0.49, 0.319, 0.846, 0.703]",0.432,0.851,1.291
U167,P088,purchase,0.871,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.175, 0.049, 0.803, 0.867, 0.531]",0.427,-0.26,0.955
U173,P075,view,0.225,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.672, 0.348, 0.369, 0.981, 0.748]",-0.813,-0.519,-0.159
U062,P053,purchase,0.919,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.437, 0.651, 0.608, 0.056, 0.812]",-0.044,0.307,1.016
U176,P043,view,0.238,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.335, 0.431, 0.498, 0.366, 0.19]",0.25,0.738,0.576
U034,P092,review,0.498,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.317, 0.826, 0.218, 0.2, 0.458]",-0.586,-0.297,0.19
U030,P003,review,0.368,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.788, 0.182, 0.718, 0.413, 0.482]",-0.624,-0.761,-0.067
U195,P049,add_to_cart,0.478,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.428, 0.205, 0.436, 0.829, 0.794]",0.014,0.666,0.7
U197,P051,add_to_cart,0.543,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.457, 0.214, 0.138, 0.801, 0.705]",0.638,-0.749,0.528
U035,P043,add_to_cart,0.483,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.151, 0.125, 0.116, 0.486, 0.316]",0.234,0.328,0.689
U164,P007,review,0.515,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.36, 0.714, 0.977, 0.262, 0.011]",-0.296,-0.954,0.185
U126,P056,review,0.337,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.525, 0.666, 0.978, 0.597, 0.086]",-0.306,-0.84,0.02
U149,P001,review,0.539,Fashion,Trendy and stylish fashion apparel for daily wear.,Decent quality but could be improved.,"[0.552, 0.057, 0.502, 0.141, 0.036]",0.706,-0.909,0.528
U160,P069,purchase,0.735,Books,Engaging book with insightful knowledge and storytelling.,This product is excellent and exceeded expectations.,"[0.606, 0.394, 0.623, 0.887, 0.982]",0.649,-0.713,0.669
U141,P059,add_to_cart,0.432,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.262, 0.272, 0.782, 0.376, 0.467]",-0.502,-0.698,0.105
U078,P027,review,0.381,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.63, 0.922, 0.039, 0.773, 0.91]",0.211,0.234,0.523
U030,P008,purchase,0.767,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.931, 0.415, 0.427, 0.222, 0.041]",0.763,-0.592,0.868
U145,P078,review,0.551,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.45, 0.702, 0.805, 0.074, 0.762]",0.681,0.437,0.837
U093,P064,add_to_cart,0.522,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.295, 0.856, 0.129, 0.844, 0.402]",-0.995,-0.675,0.037
U154,P096,add_to_cart,0.691,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.638, 0.291, 0.272, 0.241, 0.495]",0.18,-0.974,0.436
U013,P066,add_to_cart,0.537,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.54, 0.854, 0.797, 0.564, 0.813]",0.148,-0.323,0.453
U034,P015,add_to_cart,0.584,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.631, 0.24, 0.533, 0.974, 0.615]",-0.19,-0.026,0.504
U180,P043,view,0.218,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.546, 0.572, 0.116, 0.767, 0.126]",0.601,0.352,0.488
U176,P093,review,0.747,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.357, 0.482, 0.131, 0.268, 0.812]",-0.178,0.665,0.936
U109,P009,add_to_cart,0.569,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.064, 0.655, 0.491, 0.236, 0.978]",-0.953,0.605,0.439
U198,P018,purchase,0.901,Sports,High-quality sports equipment for professionals and beginners.,This product is excellent and exceeded expectations.,"[0.783, 0.517, 0.128, 0.748, 0.82]",0.5,0.112,1.11
U114,P038,review,0.527,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.71, 0.597, 0.283, 0.658, 0.105]",0.811,0.102,0.816
U144,P023,view,0.299,Books,Engaging book with insightful knowledge and storytelling.,Decent quality but could be improved.,"[0.021, 0.58, 0.888, 0.035, 0.449]",0.308,-0.088,0.401
U136,P041,add_to_cart,0.455,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.911, 0.271, 0.419, 0.89, 0.15]",0.98,0.813,0.95
U185,P070,add_to_cart,0.674,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.102, 0.317, 0.5, 0.626, 0.159]",0.885,0.439,1.031
U106,P032,view,0.166,Sports,High-quality sports equipment for professionals and beginners.,Decent quality but could be improved.,"[0.98, 0.716, 0.165, 0.2, 0.989]",0.006,-0.94,-0.071
U109,P076,add_to_cart,0.572,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.916, 0.426, 0.661, 0.598, 0.766]",0.453,0.476,0.89
U031,P040,add_to_cart,0.656,Beauty,Premium beauty product enhancing personal care.,Decent quality but could be improved.,"[0.434, 0.383, 0.655, 0.296, 0.977]",0.064,-0.367,0.597
U092,P050,view,0.189,Electronics,Latest high-performance electronic device with smart features.,Decent quality but could be improved.,"[0.4, 0.886, 0.891, 0.474, 0.054]",0.535,0.432,0.434
U094,P013,view,0.385,Home,Durable and modern home essentials designed for comfort.,Decent quality but could be improved.,"[0.897, 0.807, 0.102, 0.713, 0.631]",-0.964,-0.433,-0.013
U119,P019,purchase,0.701,Electronics,Latest high-performance electronic device with smart features.,This product is excellent and exceeded expectations.,"[0.018, 0.754, 0.122, 0.268, 0.902]",0.521,-0.789,0.652
